candidate,party,criminal_cases,education,age,total_assets,total_assets_rs,liabilities,liabilities_rs,2026_constituency,2026_district,is_winner,myneta_url,self_profession,spouse_profession,education_details,criminal_cases_details,election_expenditure,pan_given,serious_ipc_counts,movable_assets_rs,immovable_assets_rs
Saravanan . J,IND,0,Others,62,"Rs 45,90,000 ~ 45 Lacs+",4590000,Rs 0 ~,0,BHUVANAGIRI,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3432,Agriculture,Agriculture,"Category: Others Diploma in Cooperation Dr MGR Cooperative Training Institue at cuddalore 1994, HSC, Govt Boys Higher Ssecondary School 1983,",,,Y,0,590000,4000000
Sumathi . S,Naam Tamilar Katchi,0,Post Graduate,52,"Rs 78,05,000 ~ 78 Lacs+",7805000,,3500000,BHUVANAGIRI,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=21,House Wife,Deputy General Mangaer,"Category: Post Graduate M.Sc from Quaid e-Millat Govt.Womens College, Chennai Madras University, Chennai in 1997",,,Y,0,7805000,0
Thamimun Ansari. M,DMK,2,Post Graduate,50,"Rs 1,38,17,257 ~ 1 Crore+",13817257,Rs 0 ~,0,CHIDAMBARAM,CUDDALORE,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1393,Full time Politician and Social Activist,House Wife,"Category: Post Graduate M.A(Distance Education),Annamalai University, Chithambaram-2022",charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269); charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290),,Y,0,11317257,2500000
Dhanasekaran. M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,0,Graduate,71,"Rs 1,09,92,819 ~ 1 Crore+",10992819,"Rs 1,98,000 ~ 1 Lacs+",198000,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2253,Agriculture,House Wife,"Category: Graduate B.Com From Annamalai University, Year - 1973 - 1976",,,Y,0,4342819,6650000
Easan Natarajan. T,IND,0,Post Graduate,42,"Rs 6,90,986 ~ 6 Lacs+",690986,"Rs 6,13,647 ~ 6 Lacs+",613647,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2256,Cinema Industry,Divorce,"Category: Post Graduate MBA And BBA From University Of Madras, Chennai, Year - 2013",,,Y,0,690986,0
Er. Jayakkumar. R,IND,1,Post Graduate,65,"Rs 4,10,97,490 ~ 4 Crore+",41097490,,392439,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2259,Assistant Engineer(Retd.)/ Agriculture,House Wife /  Agriculture,"Category: Post Graduate Master Of Engineering From Annamalai University, Annamalai Nagar, Year - 1993",charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Disobedience to order duly promulgated by public servant (IPC Section-188),,Y,0,13537490,27560000
Manimaran. D,IND,0,12th Pass,38,"Rs 3,32,000 ~ 3 Lacs+",332000,Rs 0 ~,0,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2258,Social Service,House Wife,"Category: 12th Pass H S C, From Pachaiyappan GHigher Secondary School, Chidambaram, Year - 2006, SSLC From Rani Seetha Aachi Higher Secondary School, Annamalai Nagar, Year - 2003",,,Y,0,332000,0
Munisankar. K,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,0,12th Pass,54,"Rs 1,31,500 ~ 1 Lacs+",131500,Rs 0 ~,0,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2255,Wage,House Wife,"Category: 12th Pass 12th From Panchaiyappan Higherb Secondary School, Chidambaram, Year - 1993.",,,Y,0,131500,0
Nedunchezhiyan,Tamilaga Vettri Kazhagam,0,10th Pass,75,"Rs 51,39,453 ~ 51 Lacs+",5139453,,0,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2254,Farming,NIL,"Category: 10th Pass 10th From Maniakollai Govt High School, Maniakollai.",,,Y,0,1239453,3900000
Pandian. K.A,AIADMK,0,Post Graduate,64,"Rs 7,83,55,044 ~ 7 Crore+",78355044,"Rs 3,83,29,077 ~ 3 Crore+",38329077,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=837,"Member of Legislative Assembly, Chidambaram","Former Union Chief Minister, Kumaratchi Panchayat Union, Cuddalore District","Category: Post Graduate MA (History) Annamalai University, (Open University) 2004",,,Y,0,32755044,45600000
Thamizh,Naam Tamilar Katchi,2,Post Graduate,35,"Rs 8,01,000 ~ 8 Lacs+",801000,,0,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=27,Farmer,House Wife,"Category: Post Graduate Post Graduate Tamil From Govt Arts College C.Mutlur Chidambaram In 2018, Masters In Economics From Govt Of Arts College C.Mutlur Chidambaram In 2015","charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324); charges related to Attempt to murder (IPC Section-307); charges related to Punishment for Rioting (IPC Section-147); charges related to Rioting, armed with deadly weapon (IPC Section-148); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Punishment for voluntarily causing hurt (IPC Section-323)",,Y,2,801000,0
Thirugnanam. K,IND,0,12th Pass,56,"Rs 12,34,561 ~ 12 Lacs+",1234561,"Rs 1,35,000 ~ 1 Lacs+",135000,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2257,Agriculture,House Work,"Category: 12th Pass B.Sc., Chemistry(Not Passed) Thiruverkaud Karumariamman Govt Arts College, Pannirrentam Class Govt Nandanar Boys Higher Secondary School, Chidambaram, Year - 1987, 10th Std From Govt Nandanar Boys Higher Secondary School, Chidambaram, Year - 1985",,,N,0,634561,600000
Venkatesan. D,IND,0,8th Pass,54,"Rs 15,93,599 ~ 15 Lacs+",1593599,Rs 0 ~,0,CHIDAMBARAM,CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=571,Social Servies,House Wife,Category: 8th Pass 9th Class From Govt Nandanar Boy Higher Secondary School Chidambaram In1985,,,Y,0,1593599,0
L.E. Jothimani,Viduthalai Chiruthaigal Katchi,1,Others,71,"Rs 85,47,835 ~ 85 Lacs+",8547835,"Rs 3,42,000 ~ 3 Lacs+",342000,KATTUMANNARKOIL (SC),CUDDALORE,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1170,Pensioner,House Wife,"Category: Others PUC From PACHAYAPPAS COLLEGE, MADRAS, YEAR: 1979 & ENGINEERING TRADE IN MECHANIC, (DIESEL) NCVT YEAR: 1984, CHENNAI PORT TRUST",charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Punishment for wrongful restraint (IPC Section-341),,Y,0,3547835,5000000
A. Sozhan,Pattali Makkal Katchi,0,Graduate Professional,42,"Rs 1,97,38,677 ~ 1 Crore+",19738677,"Rs 30,26,449 ~ 30 Lacs+",3026449,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1171,"Private Dentist - Anbu Thanam Dental Hospital, Kattumannarkoil","Dentist - Anbu Thanam Dental Hospital, Kattumannarkoil",Category: Graduate Professional Bachelor of Dental Surgery (BDS) From Annamalai University in 2013,,,Y,0,13738677,6000000
Alavanthar .M,Tamizhaga Vaazhvurimai Katchi,1,12th Pass,55,"Rs 34,74,971 ~ 34 Lacs+",3474971,"Rs 27,00,000 ~ 27 Lacs+",2700000,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2663,Agriculture,Housewife,"Category: 12th Pass 12th Std From Govt Boys Higher Secondary School, Kattumannarkoil, Year - 1989.","charges related to Attempt to murder (IPC Section-307); charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332); charges related to Lurking house trespass or house-breaking by night in order to commit offence punishable with imprisonment (IPC Section-457); charges related to Punishment for criminal intimidation (IPC Section-506); charges related to Joining unlawful assembly armed with deadly weapon (IPC Section-144); charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149); charges related to Non-attendance in obedience to an order form public servant (IPC Section-174); charges related to Punishment for Rioting (IPC Section-147); charges related to Rioting, armed with deadly weapon (IPC Section-148); charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353); charges related to Punishment for wrongful restraint (IPC Section-341)",,Y,4,844971,2630000
Babu .B,Rashtriya Samaj Dal (R),0,8th Pass,31,"Rs 7,59,000 ~ 7 Lacs+",759000,,230000,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=337,Auto Driver,House Wife,"Category: 8th Pass 9th Passed From Government Higher School Melanikuzhikattu Mannaekoil, Year-2010",,,Y,0,509000,250000
G. Kalyana Sundaram,All India Jananayaka Makkal Kazhagam,0,Post Graduate,54,"Rs 5,95,000 ~ 5 Lacs+",595000,Rs 0 ~,0,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2664,Real Estate Business,House Wife,"Category: Post Graduate M. A. in Public Administration From Annamalai University, Year - 1998",,,Y,0,595000,0
M.A.T. Archunan,IND,0,Post Graduate,68,"Rs 42,10,000 ~ 42 Lacs+",4210000,,0,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=336,Pensioner,Housewife,Category: Post Graduate M.A. From Annamalai University 1979-1981,,,Y,0,1505000,2705000
S. Murali,Aanaithinthiya Jananayaka Pathukappu Kazhagam,0,Post Graduate,36,"Rs 15,48,900 ~ 15 Lacs+",1548900,"Rs 1,00,00,000 ~ 1 Crore+",10000000,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2666,Football Coach,House Wife,"Category: Post Graduate MBA From IIPM, New Delhi (2011 - 2013)",,,Y,0,1548900,0
S. Seenuvasan,Tamilaga Vettri Kazhagam,2,8th Pass,57,"Rs 79,98,391 ~ 79 Lacs+",7998391,"Rs 16,22,000 ~ 16 Lacs+",1622000,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2665,Siva Hotel Management,Siva Hotel Management,"Category: 8th Pass 9th Std Passed From Kamaraj Higher Secondary School, Villupuram, Year - 1988",charges related to Disobedience to order duly promulgated by public servant (IPC Section-188); charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269); charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Using in a judicial proceeding evidence known to be false or fabricated. (BNS Section-233),,Y,0,1998391,6000000
Sankarkumar .S,IND,0,12th Pass,47,"Rs 5,93,500 ~ 5 Lacs+",593500,,0,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2667,Daily Wage,House Wife,"Category: 12th Pass 12th (HSC) From Govt Boys Higher Secondary School, Kattumannarkoil, Year - 1995 - 1996",,,Y,0,593500,0
Satheeshkumar .M,BSP,0,Graduate Professional,38,"Rs 9,45,000 ~ 9 Lacs+",945000,"Rs 17,13,508 ~ 17 Lacs+",1713508,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2662,Social Service,House Wife,"Category: Graduate Professional B.E. in Mechanical Pass From Annamalai University, Chidambaram, Year-2010",,,Y,0,945000,0
Sivajothi .M,Naam Tamilar Katchi,3,Graduate,41,"Rs 46,04,500 ~ 46 Lacs+",4604500,"Rs 3,85,000 ~ 3 Lacs+",385000,KATTUMANNARKOIL (SC),CUDDALORE,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=62,Business,Housewife,Category: Graduate B.Com from Univercity of Chennai in 2004,charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Punishment for committing affray (IPC Section-160),,Y,1,3354500,1250000
Anbalagan. K.P.,AIADMK,2,12th Pass,67,"Rs 47,12,98,836 ~ 47 Crore+",471298836,"Rs 9,55,98,602 ~ 9 Crore+",95598602,PALACODE,DHARMAPURI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1208,Agriculture & Politics,Business,"Category: 12th Pass PUC., Pre-University Course, University of Madras,1975","charges related to Punishment of criminal conspiracy (IPC Section-120B); charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109); charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Punishment for wrongful restraint (IPC Section-341)",,Y,0,389998836,81300000
Boopathi. R.,Naam Tamilar Katchi,0,Post Graduate,50,"Rs 6,96,03,000 ~ 6 Crore+",69603000,Rs 0 ~,0,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=113,Computer Engineer,Pediatrician,"Category: Post Graduate B.E (TEXTILE) from University of Chennai in 2001, MBA from Univercsity of Chennai in 2003",,,Y,0,10003000,59600000
Chinnasamy. N.,IND,2,12th Pass,39,"Rs 52,33,800 ~ 52 Lacs+",5233800,,1100000,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3760,Agriculture,Sriram Agro Traders,"Category: 12th Pass 12th Standard From Govt Higher Secondary School Mallupatti, Year 2003-2004",,,Y,0,2633800,2600000
Dr. Dnv Senthilkumar. S.,DMK,0,Post Graduate,48,"Rs 9,20,24,131 ~ 9 Crore+",92024131,"Rs 1,26,43,337 ~ 1 Crore+",12643337,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=906,"Doctor , Business",Head of Educational Institution,"Category: Post Graduate M.D(R.D), Sri Ramachandra Medical College and Research Institue , Chennai-June 2006, Sri Ramachandra University. M.B.B.S, Annamalai University, Jan 2002, Annamalai University, Chidambaram",,,Y,0,92024131,0
Gopi. R.,Tamilaga Vettri Kazhagam,0,Post Graduate,49,"Rs 19,41,01,613 ~ 19 Crore+",194101613,"Rs 13,16,54,777 ~ 13 Crore+",131654777,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3755,Hero Motocorp- Authorised dealer.-Dharmapuri.,Housewife,Category: Post Graduate MBA in marketing Sathyama Engineering College in 1997-1999,,,Y,0,62145870,131955743
Jayaraman Perumal. P.,Tamizhaga Vaazhvurimai Katchi,1,8th Pass,54,"Rs 24,48,225 ~ 24 Lacs+",2448225,,853000,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3758,Agriculture,Housewife,"Category: 8th Pass 9th Government Higher Secondary School , Karimangalam",charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Disobedience to order duly promulgated by public servant (IPC Section-188); charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269),,Y,0,1950000,498225
Krishnan. L.,IND,0,10th Pass,57,"Rs 44,10,000 ~ 44 Lacs+",4410000,"Rs 12,00,000 ~ 12 Lacs+",1200000,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3759,Agriculture,Agriculture,"Category: 10th Pass SSLC, Govt Hr.Sec.School, Thimmapuram March - 1984",,,Y,0,3410000,1000000
Madhappan. P.,IND,0,8th Pass,48,"Rs 1,32,89,765 ~ 1 Crore+",13289765,"Rs 7,83,000 ~ 7 Lacs+",783000,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=551,Own Business,Own Business,"Category: 8th Pass 8th Standard Panchayat Union Secondary School Kattampatti Palacode Taluk ,Dharmapuri District in 1989",,,Y,0,10789765,2500000
Palaniyammal. M.,Tamilar Makkal Katchi,0,Illiterate,58,"Rs 20,500 ~ 20 Thou+",20500,,0,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3756,Daily Wages,NIL,Category: Illiterate Illiterate,,,Y,0,20500,0
Perumal Munusamy. M.,IND,0,Graduate Professional,43,"Rs 38,96,000 ~ 38 Lacs+",3896000,"Rs 20,50,000 ~ 20 Lacs+",2050000,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=554,Farming,Grocery Store,"Category: Graduate Professional B.Tech From Rajasthan University 2019,B.Parl From Fifth Tamil Sangam 2025",,,Y,0,896000,3000000
Raman. M.,IND,0,10th Pass,48,"Rs 33,07,500 ~ 33 Lacs+",3307500,"Rs 8,24,765 ~ 8 Lacs+",824765,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3761,Agriculture,Teacher,"Category: 10th Pass SSLC, Govt High School, Jakkasamuthiram March - 1992",,,Y,0,2507500,800000
Ramesh. P.,Naadaalum Makkal Katchi,0,8th Pass,48,"Rs 17,78,000 ~ 17 Lacs+",1778000,,400000,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3757,Poultry,Anganvadi  Worker,"Category: 8th Pass 9th Std Government High School, B.Agaraharam-1995",,,Y,0,278000,1500000
Senthilkumar. G.,IND,0,Graduate Professional,52,"Rs 1,21,96,940 ~ 1 Crore+",12196940,"Rs 30,17,000 ~ 30 Lacs+",3017000,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=553,Business and Notary Advocate,Housewife,"Category: Graduate Professional B.Sc.B.L.(Bachelor of Law) Central Law College Salem 2000, Dr.Amethkar Law University Chennai",,,Y,0,8196940,4000000
Senthilkumar. K,IND,0,Graduate Professional,48,"Rs 70,77,444 ~ 70 Lacs+",7077444,"Rs 4,70,000 ~ 4 Lacs+",470000,PALACODE,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=552,Agriculture & Politics,House Wife,"Category: Graduate Professional B.E.S (Bachelor Of Electronics Science),MGR College Hosur, From University of Madras In 1997",,,Y,0,2715444,4362000
Gajendran. S.,Tamilaga Vettri Kazhagam,0,5th Pass,43,"Rs 4,98,21,000 ~ 4 Crore+",49821000,,0,PENNAGARAM,DHARMAPURI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1216,Self Employed,Self Employed,"Category: 5th Pass 6th Standard, Government Boys Higher Secondary School, Pennagaram in 1993.",,,Y,0,8421000,41400000
Ajith Kumar. S.,BSP,0,Graduate Professional,27,"Rs 5,90,010 ~ 5 Lacs+",590010,"Rs 1,63,000 ~ 1 Lacs+",163000,PENNAGARAM,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3762,Law Student,Coolie,"Category: Graduate Professional B.E. LLB Golden Law Collage , K.G.F., Bethamangala Hobli, Kolar District, Karnataka",,,Y,0,590010,0
Annamalai. M.,IND,0,Post Graduate,29,"Rs 4,15,211 ~ 4 Lacs+",415211,"Rs 60,200 ~ 60 Thou+",60200,PENNAGARAM,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3765,Wages,NA,"Category: Post Graduate MSW, Mahendra Arts & Science College, Namakkal",,,Y,0,115211,300000
Arunkumar. G.,IND,0,10th Pass,41,"Rs 30,55,824 ~ 30 Lacs+",3055824,,1076000,PENNAGARAM,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3766,Masonary,Agriculture,"Category: 10th Pass 10th Standard, Govt Higher Secondary School, B.Agraharam, 2002",,,Y,0,1655824,1400000
Elavarsan. A.,IND,0,Others,32,"Rs 34,500 ~ 34 Thou+",34500,"Rs 2,16,500 ~ 2 Lacs+",216500,PENNAGARAM,DHARMAPURI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3767,Mason,House Wife,"Category: Others Diploma in Computer Science Engineering, Government Polytechnic College, Dharmapuri- 2019, Anna University",,,Y,0,34500,0
